Area
1.536
1.3312
1.3824
1.568
1.6768
1.5232
1.3952
1.5616
1.5296
1.4656
1.4912
1.44
1.4656
1.4976
1.6448
1.5104
1.568
1.4528
1.5232
1.4976
1.5424
1.5424
1.4656
1.5488
1.5104
1.5488
1.568
1.504
1.4784
1.504
1.4272
1.5744
1.6064
1.6064
1.5104
1.5936
1.536
1.6064
1.4144
1.4848
1.408
1.4272
1.5744
1.44
1.536
1.4656
1.408
1.5232
1.344
1.4208
1.5104
1.568
1.5936
1.5424
1.5104
1.4656
1.5104
1.6576
1.4336
1.4528
1.6
1.6448
1.408
1.472
1.4976
1.504
1.568
1.3824
1.4144
1.4528
1.4912
1.4144
1.5104
1.4272
1.4464
1.4272
1.3248
1.6
1.5744
1.4976
1.5744
1.4592
1.4464
1.4656
1.6128
1.5744
1.5232
1.4656
1.5296
1.4976
1.4464
1.5424
1.4528
1.4784
1.6512
1.4784
1.536
1.4784
1.4208
1.4848
1.536
1.3824
1.7152
1.5168
1.5488
1.5616
1.472
1.4656
1.4976
1.3312
1.536
1.6832
1.3568
1.5488
1.4336
1.4848
1.5936
1.5616
1.5296
1.4016
1.6256
1.4272
1.6128
1.6
1.3504
1.4784
1.632
1.5104
1.5872
1.344
1.5104
1.6384
1.4528
1.5744
1.536
1.5168
1.5872
1.4016
1.536
1.4272
1.344
1.5808
1.4464
1.6128
1.5488
1.5616
1.408
1.504
1.5616
1.5616
1.3824
1.5872
1.5296
1.5552
1.4656
1.6576
1.4976
1.5104
1.4272
1.5808
1.5232
1.472
1.5808
1.536
1.472
1.5616
1.5296
1.4016
1.568
1.504
1.4912
1.5808
1.5552
1.472
1.4656
1.5168
1.6256
1.5424
1.3824
1.376
1.4976
1.5232
1.5488
1.536
1.5296
1.504
1.5296
1.4912
1.3952
1.5232
1.4464
1.4528
1.4144
1.4656
1.4784
1.4336
1.5168
1.5296
1.4976
1.44
1.5488
1.5232
1.4912
1.6064
1.568
1.5104
1.5232
1.536
1.4848
1.4464
1.568
1.696
1.4528
1.6064
1.5616
1.7344
1.4912
1.5104
1.5616
