Area
1.5849600000000001
1.527552
1.507584
1.440192
1.3977600000000001
1.4701440000000001
1.455168
1.4976
1.477632
1.47264
1.60992
1.377792
1.507584
1.4501760000000001
1.537536
1.4626560000000002
1.495104
1.537536
1.425216
1.5050880000000002
1.47264
1.54752
1.487616
1.6049280000000001
1.619904
1.5225600000000001
1.545024
1.48512
1.512576
1.540032
1.527552
1.517568
1.430208
1.5225600000000001
1.500096
1.4976
1.550016
1.495104
1.4976
1.432704
1.540032
1.540032
1.492608
1.540032
1.51008
1.60992
1.477632
1.47264
1.530048
1.5225600000000001
